Route_ID,Start_Station,End_Station,Hour,Weekday,Distance_km,Travel_Time_mins,Peak_Hour,Passenger_Demand,Speed_kmph,Congestion_Level
Red_R1,Al Aziziyah,King Khalid International Airport,20,Monday,9.22,21.5,No,54,25.7,Low
Blue_R3,King Khalid International Airport,Al Malaz,14,Friday,6.92,17.2,No,567,24.2,Medium
Yellow_R4,Al Aziziyah,King Abdullah Financial District,3,Thursday,23.86,29.1,No,591,49.2,Low
Yellow_R4,Al Hayer,King Fahad Road,4,Sunday,3.2,3.5,No,374,55.4,Low
Blue_R3,King Khalid International Airport,Olaya Street,12,Tuesday,15.47,15.7,No,564,59,Medium
Blue_R3,Al Malaz,Prince Mohammed Bin Abdulaziz Street,15,Friday,14.24,15.2,No,708,56.2,Medium
Yellow_R4,Al Batha,Al Aziziyah,20,Tuesday,20.77,20.9,No,184,59.5,Low
Green_R2,Al Suwaidi,Salah Al Din,7,Wednesday,10.94,30,Yes,665,21.9,Medium
Yellow_R4,Al Murabba,Al Malaz,17,Thursday,6.57,9.9,Yes,790,39.8,Medium
Yellow_R4,Al Murabba,Al Batha,7,Wednesday,19.07,22.5,Yes,308,50.8,Low
Red_R1,Al Batha,Al Suwaidi,13,Thursday,24.4,31.5,No,399,46.5,Low
Green_R2,Al Hayer,King Abdullah Financial District,7,Tuesday,11.39,21.9,Yes,464,31.2,Medium
Red_R1,Olaya Street,Al Yarmouk,0,Tuesday,5.95,8.7,No,521,41.2,Low
Yellow_R4,King Khalid International Airport,King Abdullah Financial District,1,Tuesday,8.67,11.5,No,449,45.2,Low
Blue_R3,Al Aziziyah,Al Yarmouk,4,Tuesday,8.52,25.6,No,277,20,Low
Yellow_R4,King Khalid International Airport,Al Yarmouk,17,Wednesday,4.92,5.2,Yes,545,57.3,Medium
Green_R2,Olaya Street,Al Yarmouk,7,Sunday,19.9,27,Yes,675,44.3,Medium
Green_R2,King Abdullah Financial District,Al Suwaidi,22,Monday,24.33,41.8,No,334,34.9,Low
Yellow_R4,Al Hayer,Qasr Al Hokm,22,Wednesday,11.11,11.4,No,427,58.6,Medium
Blue_R3,Qasr Al Hokm,Al Suwaidi,3,Friday,14.4,27.4,No,454,31.5,Low
Red_R1,Al Malaz,Al Yarmouk,19,Saturday,16.83,28.9,No,297,35,Low
Green_R2,Qasr Al Hokm,Olaya Street,11,Monday,23.87,68.5,No,473,20.9,Medium
Red_R1,Olaya Street,King Abdullah Financial District,0,Thursday,9.38,18.7,No,365,30.1,Low
Yellow_R4,King Khalid International Airport,Al Aziziyah,5,Wednesday,14.29,16.2,No,317,53,Low
Green_R2,Al Hayer,Al Murabba,22,Tuesday,18.38,31.2,No,476,35.4,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,10,Wednesday,11.25,13.2,No,305,51.3,Low
Red_R1,King Fahad Road,King Abdullah Financial District,4,Sunday,10.66,18.5,No,50,34.5,Low
Red_R1,Al Batha,Al Aziziyah,5,Thursday,3.2,4.1,No,198,47.4,Low
Green_R2,Qasr Al Hokm,Al Malaz,13,Friday,20.77,23.9,No,357,52.1,Low
Yellow_R4,Al Murabba,Al Suwaidi,8,Thursday,13.19,24.8,Yes,392,31.9,Low
Blue_R3,Al Hayer,Olaya Street,13,Monday,7.43,9.1,No,535,49.2,Medium
Blue_R3,King Abdullah Financial District,Al Batha,12,Monday,2.93,7.4,No,285,23.8,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,1,Monday,7.54,7.9,No,330,57.4,Low
Yellow_R4,King Khalid International Airport,Al Yarmouk,23,Thursday,13.96,24.2,No,359,34.6,Low
Red_R1,Al Aziziyah,Al Hayer,14,Wednesday,9.71,20.6,No,545,28.3,Medium
Blue_R3,Salah Al Din,Al Hayer,12,Saturday,10.69,19.6,No,222,32.7,Low
Yellow_R4,King Khalid International Airport,Qasr Al Hokm,11,Friday,15.28,40.6,No,549,22.6,Medium
Yellow_R4,Olaya Street,Imam Muhammad Bin Saud University,3,Sunday,6.4,10.6,No,374,36.3,Low
Red_R1,Imam Muhammad Bin Saud University,Salah Al Din,10,Sunday,17.27,34.3,No,489,30.2,Medium
Green_R2,King Fahad Road,King Khalid International Airport,17,Sunday,4.92,13.2,Yes,472,22.3,Medium
Red_R1,Olaya Street,Salah Al Din,0,Saturday,6,7.1,No,327,50.4,Low
Blue_R3,Olaya Street,Al Batha,6,Friday,2.36,3.3,No,419,42.3,Medium
Red_R1,Olaya Street,Imam Muhammad Bin Saud University,2,Thursday,14.95,27.6,No,50,32.5,Low
Red_R1,Al Batha,Al Aziziyah,15,Sunday,8.79,10.7,No,363,49.3,Low
Red_R1,Imam Muhammad Bin Saud University,King Abdullah Financial District,9,Sunday,4.25,4.6,Yes,644,55.9,Medium
Blue_R3,Al Suwaidi,King Fahad Road,12,Thursday,10.05,14.3,No,267,42.1,Low
Green_R2,Imam Muhammad Bin Saud University,Al Aziziyah,12,Friday,15.55,22.8,No,350,41,Low
Blue_R3,King Khalid International Airport,Al Suwaidi,21,Sunday,6.67,10.5,No,460,38.1,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,16,Sunday,4.23,6.1,Yes,798,41.9,Medium
Green_R2,Qasr Al Hokm,Salah Al Din,12,Wednesday,18.16,21.1,No,246,51.7,Low
Red_R1,King Fahad Road,King Khalid International Airport,4,Friday,18.33,23.4,No,457,47.1,Low
Yellow_R4,King Abdullah Financial District,Al Hayer,2,Friday,2.56,4.2,No,584,36.5,Low
Green_R2,Al Yarmouk,Olaya Street,21,Friday,6.97,9.6,No,218,43.6,Low
Green_R2,Al Suwaidi,Al Hayer,5,Thursday,23,26.6,No,559,51.9,Low
Blue_R3,Al Malaz,Al Aziziyah,4,Tuesday,7.79,7.9,No,361,59.2,Low
Blue_R3,Imam Muhammad Bin Saud University,Salah Al Din,13,Sunday,16.12,18.7,No,216,51.7,Low
Yellow_R4,Olaya Street,King Fahad Road,19,Thursday,16.06,20.2,No,613,47.8,Medium
Red_R1,King Khalid International Airport,Salah Al Din,20,Wednesday,9.88,24.4,No,421,24.3,Medium
Red_R1,Al Suwaidi,Qasr Al Hokm,4,Saturday,13.98,16.9,No,294,49.7,Low
Blue_R3,Al Murabba,Al Yarmouk,2,Wednesday,13.72,22.3,No,347,36.9,Low
Red_R1,Al Malaz,Imam Muhammad Bin Saud University,5,Tuesday,9.72,9.9,No,388,59,Low
Green_R2,King Abdullah Financial District,Imam Muhammad Bin Saud University,18,Tuesday,22.09,39.9,Yes,767,33.2,Medium
Blue_R3,King Abdullah Financial District,King Khalid International Airport,5,Friday,12.15,35.2,No,442,20.7,Low
Yellow_R4,King Fahad Road,Al Murabba,8,Saturday,3.71,5.5,Yes,686,40.4,Medium
Yellow_R4,Salah Al Din,King Khalid International Airport,3,Thursday,16.21,21.2,No,469,45.8,Low
Yellow_R4,Qasr Al Hokm,Prince Mohammed Bin Abdulaziz Street,9,Wednesday,2.65,3,Yes,497,53.1,Medium
Yellow_R4,Al Aziziyah,Al Batha,21,Monday,18.3,38.4,No,523,28.6,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Al Batha,19,Tuesday,2.93,6.3,No,322,28,Low
Blue_R3,King Abdullah Financial District,Al Hayer,13,Thursday,11.62,17.3,No,246,40.3,Low
Yellow_R4,King Fahad Road,Al Hayer,1,Thursday,12.97,25.3,No,412,30.8,Low
Red_R1,Al Hayer,Al Aziziyah,7,Friday,11.1,20.9,Yes,544,31.9,Medium
Red_R1,King Khalid International Airport,Al Yarmouk,3,Tuesday,21.94,26.4,No,397,49.9,Low
Yellow_R4,King Khalid International Airport,Salah Al Din,12,Saturday,5.01,6.3,No,573,47.8,Medium
Red_R1,Olaya Street,Al Malaz,14,Friday,6.74,10.8,No,383,37.6,Low
Red_R1,Imam Muhammad Bin Saud University,Al Murabba,14,Friday,19.12,25.6,No,566,44.8,Medium
Yellow_R4,King Abdullah Financial District,King Khalid International Airport,5,Friday,20.47,32.9,No,371,37.3,Low
Red_R1,Al Yarmouk,Prince Mohammed Bin Abdulaziz Street,13,Monday,23.64,35.9,No,620,39.5,Medium
Yellow_R4,Imam Muhammad Bin Saud University,King Abdullah Financial District,10,Tuesday,12.64,14.8,No,432,51.4,Medium
Yellow_R4,Olaya Street,Al Suwaidi,23,Wednesday,6.14,9.5,No,593,38.7,Medium
Red_R1,King Fahad Road,Al Murabba,1,Thursday,24.27,29.1,No,721,50.1,Low
Green_R2,Al Malaz,King Khalid International Airport,20,Monday,21.09,57.5,No,329,22,Low
Blue_R3,Al Batha,Qasr Al Hokm,19,Saturday,21.61,30.9,No,308,41.9,Low
Yellow_R4,Qasr Al Hokm,Al Aziziyah,11,Saturday,8.48,12.3,No,248,41.2,Low
Yellow_R4,Al Malaz,Olaya Street,1,Monday,3.19,7.3,No,356,26.3,Low
Red_R1,Al Suwaidi,Salah Al Din,13,Tuesday,7.37,11.6,No,436,38.1,Medium
Blue_R3,Salah Al Din,King Khalid International Airport,2,Monday,13.89,16.5,No,614,50.5,Low
Red_R1,King Fahad Road,Al Malaz,2,Tuesday,16.22,39.7,No,360,24.5,Low
Yellow_R4,Al Aziziyah,Prince Mohammed Bin Abdulaziz Street,16,Monday,5.6,9,Yes,820,37.5,High
Blue_R3,King Khalid International Airport,Al Yarmouk,1,Sunday,15.36,26,No,306,35.5,Low
Yellow_R4,Imam Muhammad Bin Saud University,Al Aziziyah,9,Monday,5.93,12.2,Yes,335,29.1,Low
Green_R2,Imam Muhammad Bin Saud University,Al Malaz,15,Wednesday,13.84,31,No,661,26.8,Medium
Green_R2,Al Hayer,Prince Mohammed Bin Abdulaziz Street,11,Friday,17.25,19.1,No,391,54.1,Low
Yellow_R4,Al Aziziyah,Qasr Al Hokm,17,Saturday,24.44,44,Yes,344,33.3,Low
Green_R2,King Abdullah Financial District,Al Suwaidi,21,Thursday,15.69,39.9,No,281,23.6,Low
Green_R2,Imam Muhammad Bin Saud University,Al Hayer,23,Friday,24.06,29.7,No,430,48.6,Medium
Blue_R3,Qasr Al Hokm,Olaya Street,14,Monday,20.13,25.1,No,216,48.2,Low
Yellow_R4,Al Aziziyah,Imam Muhammad Bin Saud University,3,Saturday,21.74,22.4,No,729,58.3,Low
Yellow_R4,King Fahad Road,Al Batha,23,Sunday,13.48,14.1,No,563,57.3,Medium
Yellow_R4,Al Aziziyah,Al Yarmouk,4,Friday,12.45,26.3,No,754,28.4,Low
Yellow_R4,Salah Al Din,Al Batha,3,Sunday,2.09,4.2,No,50,29.7,Low
Green_R2,Al Hayer,Olaya Street,13,Friday,12.32,12.5,No,428,59.2,Medium
Green_R2,Al Batha,Prince Mohammed Bin Abdulaziz Street,6,Tuesday,10.06,15.8,No,456,38.1,Medium
Green_R2,Olaya Street,Al Hayer,18,Sunday,19.5,45,Yes,818,26,High
Blue_R3,Al Aziziyah,Imam Muhammad Bin Saud University,0,Tuesday,15.15,30.2,No,340,30.1,Low
Blue_R3,Al Murabba,Al Yarmouk,3,Friday,4.69,4.7,No,285,59.4,Low
Yellow_R4,Salah Al Din,Al Malaz,13,Wednesday,9.1,21.7,No,457,25.2,Medium
Blue_R3,Imam Muhammad Bin Saud University,Al Yarmouk,17,Wednesday,3.47,3.8,Yes,403,54.5,Medium
Blue_R3,King Abdullah Financial District,Olaya Street,14,Wednesday,24.11,48.4,No,340,29.9,Low
Blue_R3,King Khalid International Airport,Al Batha,19,Monday,16.74,27.4,No,393,36.6,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Fahad Road,21,Friday,8.21,17.4,No,253,28.3,Low
Yellow_R4,Salah Al Din,King Fahad Road,22,Thursday,6.13,7.7,No,669,47.6,Medium
Red_R1,King Abdullah Financial District,Al Aziziyah,3,Sunday,15,16.6,No,438,54.3,Low
Red_R1,Al Batha,Prince Mohammed Bin Abdulaziz Street,3,Wednesday,17.49,42.7,No,348,24.6,Low
Red_R1,Salah Al Din,Al Malaz,16,Thursday,17.98,28.6,Yes,409,37.7,Medium
Red_R1,Salah Al Din,King Fahad Road,13,Monday,24.01,43.4,No,630,33.2,Medium
Green_R2,Al Suwaidi,Al Malaz,17,Wednesday,24.13,25.8,Yes,724,56.1,Medium
Red_R1,Olaya Street,Al Yarmouk,15,Sunday,24.9,49.6,No,305,30.1,Low
Blue_R3,Al Suwaidi,Al Malaz,13,Saturday,12.05,17.7,No,292,40.8,Low
Yellow_R4,Qasr Al Hokm,Prince Mohammed Bin Abdulaziz Street,7,Thursday,12.2,27.3,Yes,461,26.8,Medium
Blue_R3,King Fahad Road,Al Hayer,8,Tuesday,22.08,27.5,Yes,636,48.2,Medium
Yellow_R4,Salah Al Din,Olaya Street,0,Wednesday,17.03,17.6,No,300,58.2,Low
Red_R1,Qasr Al Hokm,King Abdullah Financial District,4,Saturday,2.07,4.2,No,540,29.9,Low
Blue_R3,Al Aziziyah,Al Yarmouk,16,Saturday,4.1,6.1,Yes,716,40.6,Medium
Blue_R3,Imam Muhammad Bin Saud University,King Khalid International Airport,18,Wednesday,7.33,16.2,Yes,552,27.2,Medium
Green_R2,Al Murabba,Prince Mohammed Bin Abdulaziz Street,6,Thursday,12.78,13.3,No,440,57.5,Medium
Yellow_R4,Al Aziziyah,Qasr Al Hokm,18,Wednesday,6.27,6.4,Yes,602,59.1,Medium
Green_R2,Salah Al Din,Prince Mohammed Bin Abdulaziz Street,23,Monday,5.91,10.9,No,421,32.6,Medium
Yellow_R4,Al Yarmouk,Imam Muhammad Bin Saud University,16,Monday,11.76,21.8,Yes,670,32.4,Medium
Yellow_R4,Olaya Street,King Abdullah Financial District,22,Saturday,2.01,2.8,No,294,43.8,Low
Green_R2,Al Murabba,King Abdullah Financial District,20,Thursday,23.07,43.9,No,478,31.5,Medium
Yellow_R4,Al Aziziyah,Al Suwaidi,20,Tuesday,18.39,23.2,No,238,47.5,Low
Green_R2,Imam Muhammad Bin Saud University,Olaya Street,2,Sunday,9.34,18.6,No,578,30.1,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Qasr Al Hokm,20,Saturday,12.4,20.1,No,377,37,Low
Green_R2,Qasr Al Hokm,Salah Al Din,22,Thursday,5.61,9.1,No,337,37.1,Low
Red_R1,Al Batha,Prince Mohammed Bin Abdulaziz Street,0,Friday,12.21,14.3,No,404,51.3,Low
Green_R2,Al Malaz,Al Hayer,20,Saturday,17.64,23.3,No,615,45.4,Medium
Blue_R3,King Khalid International Airport,King Fahad Road,20,Monday,14.45,26.3,No,442,33,Medium
Blue_R3,Olaya Street,Al Batha,7,Friday,5.13,5.5,Yes,757,55.5,Medium
Yellow_R4,Al Suwaidi,King Fahad Road,21,Sunday,15.47,19.7,No,387,47,Low
Blue_R3,King Abdullah Financial District,Olaya Street,20,Sunday,20.5,26.5,No,450,46.4,Medium
Red_R1,King Abdullah Financial District,Al Murabba,19,Sunday,20.47,35.2,No,50,34.9,Low
Red_R1,King Khalid International Airport,Imam Muhammad Bin Saud University,8,Monday,10.93,27.6,Yes,443,23.8,Medium
Red_R1,King Abdullah Financial District,Al Murabba,11,Saturday,11.33,14.4,No,667,47.2,Medium
Green_R2,Prince Mohammed Bin Abdulaziz Street,King Abdullah Financial District,15,Saturday,3.54,4.9,No,492,43.7,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,King Abdullah Financial District,15,Friday,5.92,6.4,No,476,55.9,Medium
Red_R1,Olaya Street,Al Hayer,13,Wednesday,17.09,18.5,No,840,55.3,Medium
Blue_R3,Salah Al Din,Al Malaz,5,Monday,23.14,24.8,No,245,56,Low
Blue_R3,Qasr Al Hokm,Olaya Street,21,Thursday,12.31,23.8,No,164,31,Low
Red_R1,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,11,Wednesday,8.6,16.8,No,176,30.7,Low
Red_R1,King Khalid International Airport,Al Batha,23,Tuesday,21.8,57.4,No,256,22.8,Low
Red_R1,Olaya Street,Salah Al Din,0,Thursday,9.92,26.5,No,477,22.5,Low
Red_R1,Al Murabba,Al Batha,4,Monday,8.21,9.7,No,360,50.7,Low
Blue_R3,King Abdullah Financial District,King Fahad Road,0,Tuesday,12.66,19.6,No,454,38.8,Low
Green_R2,Olaya Street,King Abdullah Financial District,23,Friday,22.09,26.2,No,709,50.5,Medium
Green_R2,King Fahad Road,Imam Muhammad Bin Saud University,15,Monday,21.49,63.2,No,423,20.4,Medium
Red_R1,Imam Muhammad Bin Saud University,Al Suwaidi,17,Friday,11.27,12,Yes,644,56.3,Medium
Blue_R3,Al Malaz,Al Suwaidi,15,Wednesday,14.18,25.1,No,650,33.9,Medium
Yellow_R4,Al Yarmouk,Olaya Street,8,Monday,13.97,18.1,Yes,847,46.2,High
Green_R2,Salah Al Din,Al Yarmouk,22,Tuesday,21.81,49.9,No,305,26.2,Low
Yellow_R4,King Abdullah Financial District,Salah Al Din,18,Tuesday,12.39,20.5,Yes,435,36.3,Medium
Green_R2,Al Suwaidi,Olaya Street,23,Wednesday,16.73,18.2,No,523,55.1,Medium
Yellow_R4,Al Yarmouk,Al Malaz,13,Thursday,11.62,12.4,No,580,56.4,Medium
Blue_R3,Al Aziziyah,Imam Muhammad Bin Saud University,19,Sunday,2.47,3.4,No,401,44.2,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Olaya Street,18,Tuesday,8.37,9.2,Yes,746,54.5,Medium
Blue_R3,Al Yarmouk,Salah Al Din,2,Wednesday,17.51,36.4,No,230,28.9,Low
Green_R2,Al Yarmouk,Qasr Al Hokm,16,Tuesday,2.8,4.6,Yes,733,36.4,Medium
Yellow_R4,King Fahad Road,Salah Al Din,20,Thursday,20.41,32,No,308,38.3,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Qasr Al Hokm,3,Monday,15.95,21.7,No,357,44.2,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Aziziyah,5,Tuesday,8.34,16.4,No,584,30.6,Low
Green_R2,King Abdullah Financial District,King Fahad Road,21,Tuesday,14.33,22.6,No,270,38,Low
Blue_R3,King Khalid International Airport,Al Aziziyah,10,Sunday,18.53,39,No,381,28.5,Low
Red_R1,Imam Muhammad Bin Saud University,Al Suwaidi,0,Friday,6.53,10.7,No,466,36.5,Low
Blue_R3,Olaya Street,Al Murabba,18,Saturday,10.54,16.6,Yes,384,38,Low
Blue_R3,Al Yarmouk,Olaya Street,17,Sunday,14.35,30.6,Yes,305,28.1,Low
Yellow_R4,King Fahad Road,Salah Al Din,6,Thursday,2.82,4.2,No,177,39.9,Low
Green_R2,King Abdullah Financial District,Al Batha,8,Friday,14.75,20.9,Yes,469,42.4,Medium
Red_R1,Al Batha,Al Hayer,13,Friday,7.8,8.9,No,483,52.4,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Al Yarmouk,10,Monday,23.78,56.2,No,175,25.4,Low
Green_R2,Qasr Al Hokm,Al Aziziyah,15,Wednesday,3.38,6.1,No,398,33,Low
Red_R1,King Fahad Road,Al Malaz,3,Sunday,5.3,6.6,No,227,48.4,Low
Yellow_R4,King Khalid International Airport,Salah Al Din,10,Thursday,2.21,2.5,No,416,52.3,Medium
Yellow_R4,Olaya Street,Salah Al Din,0,Tuesday,6.05,8.2,No,539,44.2,Low
Red_R1,Salah Al Din,Al Aziziyah,18,Sunday,9.26,23.6,Yes,334,23.5,Low
Yellow_R4,King Fahad Road,King Khalid International Airport,12,Sunday,7.13,15.6,No,680,27.5,Medium
Red_R1,Imam Muhammad Bin Saud University,Al Hayer,0,Sunday,8.07,23.6,No,272,20.5,Low
Yellow_R4,King Abdullah Financial District,Al Yarmouk,13,Friday,13.94,18.9,No,413,44.2,Medium
Blue_R3,King Fahad Road,Prince Mohammed Bin Abdulaziz Street,11,Wednesday,12.84,18,No,471,42.9,Medium
Red_R1,Al Murabba,Al Aziziyah,10,Wednesday,23.34,26.4,No,231,53.1,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,King Fahad Road,22,Wednesday,8.04,12,No,286,40.2,Low
Yellow_R4,Al Aziziyah,Salah Al Din,3,Saturday,19.11,28.6,No,422,40.1,Low
Blue_R3,Al Batha,King Abdullah Financial District,0,Monday,20.54,39,No,356,31.6,Low
Red_R1,Al Aziziyah,Qasr Al Hokm,4,Sunday,17.27,27.9,No,690,37.1,Low
Blue_R3,Al Aziziyah,Al Hayer,23,Wednesday,22.32,33.6,No,438,39.8,Medium
Green_R2,King Khalid International Airport,King Abdullah Financial District,6,Friday,9.2,11,No,321,50.1,Low
Blue_R3,Al Aziziyah,Al Murabba,0,Friday,21.91,26.8,No,201,49,Low
Red_R1,King Fahad Road,Al Aziziyah,1,Sunday,11.29,23.7,No,197,28.6,Low
Red_R1,King Fahad Road,King Abdullah Financial District,8,Tuesday,6.05,7.3,Yes,465,49.7,Medium
Yellow_R4,King Fahad Road,Al Suwaidi,5,Monday,7.8,12.3,No,428,38.2,Low
Yellow_R4,King Abdullah Financial District,Olaya Street,10,Saturday,11,28.4,No,393,23.2,Low
Green_R2,Al Suwaidi,Al Batha,13,Friday,4.07,5.6,No,178,43.6,Low
Yellow_R4,Salah Al Din,King Abdullah Financial District,16,Thursday,11.93,32.2,Yes,870,22.2,High
Green_R2,Al Batha,Al Malaz,21,Wednesday,13.88,20.7,No,213,40.2,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Aziziyah,23,Wednesday,7.78,17.4,No,467,26.9,Medium
Green_R2,King Abdullah Financial District,Imam Muhammad Bin Saud University,9,Friday,24.03,26.6,Yes,491,54.2,Medium
Red_R1,Imam Muhammad Bin Saud University,Al Batha,7,Friday,6.83,10.3,Yes,431,39.7,Medium
Green_R2,Al Hayer,King Abdullah Financial District,2,Wednesday,2.45,3.1,No,542,46.9,Low
Red_R1,Olaya Street,Qasr Al Hokm,21,Monday,5.78,6.6,No,408,52.2,Medium
Yellow_R4,Al Aziziyah,Prince Mohammed Bin Abdulaziz Street,6,Wednesday,20.22,48.3,No,225,25.1,Low
Red_R1,Imam Muhammad Bin Saud University,Olaya Street,18,Saturday,7.86,15.5,Yes,546,30.5,Medium
Blue_R3,Al Suwaidi,King Fahad Road,22,Wednesday,14.79,24.3,No,297,36.5,Low
Green_R2,Al Aziziyah,Al Murabba,3,Monday,5.29,5.8,No,574,54.3,Low
Green_R2,Al Yarmouk,Imam Muhammad Bin Saud University,12,Wednesday,9.1,11.8,No,236,46.4,Low
Green_R2,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,6,Sunday,13.4,16.3,No,784,49.3,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,21,Tuesday,4.02,5.2,No,464,46.7,Medium
Red_R1,King Khalid International Airport,Al Murabba,3,Friday,12.06,20,No,292,36.1,Low
Red_R1,Olaya Street,Qasr Al Hokm,14,Monday,5.15,7.7,No,389,40.3,Low
Blue_R3,Qasr Al Hokm,Al Murabba,21,Thursday,19.56,38.7,No,238,30.3,Low
Yellow_R4,Imam Muhammad Bin Saud University,King Fahad Road,3,Thursday,13.06,13.1,No,531,59.7,Low
Red_R1,Imam Muhammad Bin Saud University,Al Malaz,6,Monday,11.54,13.7,No,472,50.7,Medium
Yellow_R4,Al Murabba,Prince Mohammed Bin Abdulaziz Street,16,Tuesday,2.93,7.1,Yes,535,24.9,Medium
Red_R1,Al Malaz,King Fahad Road,11,Sunday,21.45,38,No,204,33.9,Low
Red_R1,Salah Al Din,Prince Mohammed Bin Abdulaziz Street,23,Wednesday,17.06,21.1,No,130,48.4,Low
Green_R2,King Fahad Road,Olaya Street,12,Monday,15.27,27.2,No,562,33.7,Medium
Blue_R3,Al Murabba,Salah Al Din,15,Thursday,3.93,3.9,No,344,59.7,Low
Yellow_R4,King Abdullah Financial District,Al Hayer,1,Friday,16.96,30.7,No,505,33.2,Low
Green_R2,King Abdullah Financial District,King Fahad Road,3,Sunday,11,21.6,No,250,30.5,Low
Red_R1,Al Batha,King Fahad Road,7,Sunday,18.57,27.5,Yes,336,40.5,Low
Red_R1,King Fahad Road,Olaya Street,19,Friday,23.7,65.5,No,800,21.7,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Malaz,3,Monday,23.16,63.2,No,414,22,Low
Blue_R3,Al Malaz,Olaya Street,5,Saturday,15.19,16.8,No,474,54.1,Low
Green_R2,Imam Muhammad Bin Saud University,Al Hayer,9,Friday,2.44,3,Yes,548,49.3,Medium
Blue_R3,Al Hayer,Qasr Al Hokm,3,Monday,23.46,30.4,No,313,46.3,Low
Yellow_R4,Al Hayer,King Fahad Road,22,Monday,23.16,35.8,No,388,38.8,Low
Green_R2,Imam Muhammad Bin Saud University,Al Hayer,2,Monday,2.67,3.4,No,240,47.6,Low
Green_R2,Imam Muhammad Bin Saud University,Al Murabba,4,Sunday,6.93,18.4,No,392,22.6,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Imam Muhammad Bin Saud University,0,Monday,15.21,20.3,No,602,44.9,Low
Blue_R3,Al Yarmouk,King Abdullah Financial District,5,Friday,21.8,29.3,No,403,44.6,Low
Red_R1,Al Batha,Imam Muhammad Bin Saud University,15,Thursday,2.29,2.9,No,634,47.8,Medium
Red_R1,Al Malaz,Al Yarmouk,7,Wednesday,16.93,29.9,Yes,307,34,Low
Red_R1,Qasr Al Hokm,Al Yarmouk,0,Thursday,23.09,54.5,No,358,25.4,Low
Blue_R3,Al Aziziyah,Olaya Street,16,Thursday,10.59,22.2,Yes,499,28.6,Medium
Green_R2,Al Suwaidi,King Khalid International Airport,3,Sunday,15.46,24.6,No,396,37.7,Low
Blue_R3,Al Suwaidi,Al Hayer,10,Wednesday,20.64,26,No,391,47.6,Low
Yellow_R4,Al Hayer,Imam Muhammad Bin Saud University,17,Tuesday,18.67,23.4,Yes,505,47.9,Medium
Yellow_R4,King Fahad Road,Prince Mohammed Bin Abdulaziz Street,14,Sunday,8.27,9.3,No,355,53.3,Low
Blue_R3,King Fahad Road,Al Suwaidi,10,Thursday,24.55,37,No,517,39.8,Medium
Yellow_R4,King Abdullah Financial District,Imam Muhammad Bin Saud University,21,Thursday,3.73,3.9,No,133,57.7,Low
Red_R1,King Khalid International Airport,Al Malaz,7,Friday,10.4,11,Yes,706,56.5,Medium
Green_R2,Imam Muhammad Bin Saud University,Al Murabba,0,Monday,15.95,21.2,No,516,45.1,Low
Yellow_R4,Imam Muhammad Bin Saud University,Olaya Street,23,Sunday,16.67,22.2,No,443,45.1,Medium
Green_R2,Al Yarmouk,Prince Mohammed Bin Abdulaziz Street,20,Sunday,18.84,22.1,No,404,51.1,Medium
Blue_R3,Al Yarmouk,Salah Al Din,21,Thursday,22.07,46.3,No,394,28.6,Low
Yellow_R4,Al Yarmouk,Al Murabba,5,Tuesday,13.82,15.6,No,271,53.2,Low
Blue_R3,Al Yarmouk,Imam Muhammad Bin Saud University,12,Thursday,12.21,17.1,No,316,42.8,Low
Yellow_R4,King Fahad Road,Imam Muhammad Bin Saud University,6,Sunday,16.15,18.2,No,404,53.1,Medium
Blue_R3,Al Aziziyah,Al Batha,3,Wednesday,5.62,7.7,No,226,43.8,Low
Yellow_R4,Al Batha,Al Aziziyah,11,Tuesday,4.84,4.9,No,448,59.2,Medium
Red_R1,Qasr Al Hokm,Al Murabba,21,Monday,11.06,22.8,No,475,29.1,Medium
Yellow_R4,Salah Al Din,King Khalid International Airport,16,Tuesday,16.02,21,Yes,452,45.7,Medium
Green_R2,King Fahad Road,Al Murabba,9,Sunday,4.02,4.3,Yes,364,55.7,Low
Blue_R3,Qasr Al Hokm,Al Murabba,1,Monday,12.63,21.3,No,260,35.6,Low
Blue_R3,Al Aziziyah,Al Batha,3,Sunday,21.86,22.9,No,514,57.2,Low
